feature,all_cases,alter_cases,all_acc,no_change_acc,change_acc,flip_rate,prompt_rate,sig_right_flip_rate,sig_wrong_flip_rate,right_rate,delete_right_rate
word_not.csv,128,101,0.859375,0.8712871287128713,0.7920792079207921,0.1188118811881188,0.180,0.5833333333333334,0.4166666666666667,0.21782178217821782,0.19801980198019803
word_quit.csv,17,11,0.8235294117647058,0.8181818181818182,0.9090909090909091,0.2727272727272727,0.176,0.3333333333333333,0.6666666666666666,0.18181818181818182,0.2727272727272727
word_all.csv,88,82,0.8181818181818182,0.8048780487804879,0.8048780487804879,0.024390243902439025,0.102,0.5,0.5,0.4268292682926829,0.4268292682926829
word_order.csv,14,9,0.9285714285714286,0.8888888888888888,0.8888888888888888,0.0,0.071,nan,nan,0.2222222222222222,0.2222222222222222
word_throw.csv,43,41,0.9767441860465116,0.975609756097561,0.926829268292683,0.04878048780487805,0.093,0.0,1.0,0.14634146341463414,0.1951219512195122
word_run.csv,42,36,0.8571428571428571,0.8333333333333334,0.8333333333333334,0.05555555555555555,0.167,0.5,0.5,0.4722222222222222,0.4722222222222222
word_and.csv,88,88,0.8181818181818182,0.8181818181818182,0.8068181818181818,0.056818181818181816,0.178,1.0,0.0,0.6136363636363636,0.5568181818181818
ner_384.csv,48,20,0.9166666666666666,0.95,1.0,0.05,,1.0,0.0,0.3,0.25
word_learn.csv,21,21,0.9047619047619048,0.9047619047619048,0.7619047619047619,0.14285714285714285,0.286,1.0,0.0,0.7142857142857143,0.5714285714285714
word_more.csv,67,59,0.8507462686567164,0.864406779661017,0.8813559322033898,0.11864406779661017,0.104,1.0,0.0,0.6271186440677966,0.5084745762711864
word_time.csv,88,67,0.9431818181818182,0.9552238805970149,0.8955223880597015,0.08955223880597014,0.148,1.0,0.0,0.6865671641791045,0.5970149253731343
sentiment_positive.csv,868,345,0.8870967741935484,0.863768115942029,0.8521739130434782,0.0927536231884058,,0.65625,0.34375,0.6463768115942029,0.6173913043478261
word_proud.csv,44,7,0.9090909090909091,1.0,1.0,0.0,0.114,nan,nan,0.8571428571428571,0.8571428571428571
word_have.csv,293,282,0.8737201365187713,0.8687943262411347,0.851063829787234,0.06028368794326241,0.222,0.7058823529411765,0.29411764705882354,0.5780141843971631,0.5531914893617021
word_pleased.csv,16,2,0.9375,0.5,0.5,0.0,0.125,nan,nan,0.5,0.5
word_outside.csv,12,8,0.8333333333333334,0.875,0.75,0.125,0.250,1.0,0.0,0.5,0.375
word_ask.csv,39,35,0.7692307692307693,0.7428571428571429,0.8285714285714286,0.08571428571428572,0.205,1.0,0.0,0.5714285714285714,0.4857142857142857
ner_391.csv,124,85,0.8225806451612904,0.8352941176470589,0.8823529411764706,0.07058823529411765,,0.3333333333333333,0.6666666666666666,0.5411764705882353,0.5647058823529412
word_some.csv,25,25,0.8,0.8,0.76,0.04,0.040,1.0,0.0,0.4,0.36
word_there.csv,28,23,0.8214285714285714,0.8260869565217391,0.782608695652174,0.043478260869565216,0.214,1.0,0.0,0.5217391304347826,0.4782608695652174
word_sell.csv,17,16,0.9411764705882353,0.9375,0.9375,0.125,0.059,0.0,1.0,0.1875,0.3125
word_home.csv,101,72,0.9108910891089109,0.9166666666666666,0.9166666666666666,0.027777777777777776,0.069,1.0,0.0,0.4305555555555556,0.4027777777777778
word_decide.csv,217,207,0.8940092165898618,0.9033816425120773,0.8792270531400966,0.06280193236714976,0.161,0.15384615384615385,0.8461538461538461,0.27053140096618356,0.3140096618357488
word_to.csv,660,642,0.8666666666666667,0.867601246105919,0.8535825545171339,0.06697819314641744,0.124,0.813953488372093,0.18604651162790697,0.4968847352024922,0.45482866043613707
word_so.csv,87,80,0.8505747126436781,0.8625,0.9,0.1125,0.126,0.6666666666666666,0.3333333333333333,0.4875,0.45
word_a.csv,488,472,0.8872950819672131,0.8898305084745762,0.8940677966101694,0.046610169491525424,0.137,0.6818181818181818,0.3181818181818182,0.5084745762711864,0.4915254237288136
word_parent.csv,20,19,0.9,0.8947368421052632,0.8421052631578947,0.05263157894736842,0.050,0.0,1.0,0.2631578947368421,0.3157894736842105
word_child.csv,11,10,0.9090909090909091,0.9,0.9,0.0,0.091,nan,nan,0.4,0.4
word_think.csv,45,43,0.7777777777777778,0.7674418604651163,0.7674418604651163,0.046511627906976744,0.244,0.0,1.0,0.32558139534883723,0.37209302325581395
word_call.csv,30,24,0.7333333333333333,0.75,0.7083333333333334,0.125,0.033,0.6666666666666666,0.3333333333333333,0.5833333333333334,0.5416666666666666
word_anymore.csv,24,23,0.8333333333333334,0.8260869565217391,0.782608695652174,0.13043478260869565,0.042,1.0,0.0,0.21739130434782608,0.08695652173913043
word_way.csv,21,21,0.7619047619047619,0.7619047619047619,0.8095238095238095,0.047619047619047616,0.238,0.0,1.0,0.2857142857142857,0.3333333333333333
word_help.csv,33,26,0.9090909090909091,0.9230769230769231,0.9230769230769231,0.07692307692307693,0.091,1.0,0.0,0.6923076923076923,0.6153846153846154
word_any.csv,31,31,0.9032258064516129,0.9032258064516129,0.9032258064516129,0.0,0.097,nan,nan,0.1935483870967742,0.1935483870967742
word_because.csv,37,37,0.8648648648648649,0.8648648648648649,0.8648648648648649,0.10810810810810811,0.216,0.75,0.25,0.32432432432432434,0.2702702702702703
word_happy.csv,140,48,0.8928571428571429,0.8958333333333334,0.8333333333333334,0.0625,0.164,0.6666666666666666,0.3333333333333333,0.5208333333333334,0.5
word_job.csv,40,30,0.85,0.8666666666666667,0.8666666666666667,0.06666666666666667,0.150,1.0,0.0,0.6,0.5333333333333333
word_make.csv,96,82,0.8645833333333334,0.8658536585365854,0.8658536585365854,0.07317073170731707,0.188,0.6666666666666666,0.3333333333333333,0.6219512195121951,0.5975609756097561
word_now.csv,33,30,0.8484848484848485,0.8333333333333334,0.8,0.03333333333333333,0.303,1.0,0.0,0.7666666666666667,0.7333333333333333
word_could.csv,69,69,0.855072463768116,0.855072463768116,0.8260869565217391,0.08695652173913043,0.203,0.8333333333333334,0.16666666666666666,0.4927536231884058,0.43478260869565216
word_very.csv,132,87,0.8787878787878788,0.8735632183908046,0.8620689655172413,0.034482758620689655,0.174,0.6666666666666666,0.3333333333333333,0.5287356321839081,0.5172413793103449
word_relieve.csv,14,5,1.0,1.0,1.0,0.0,0.429,nan,nan,0.4,0.4
word_get.csv,160,145,0.8625,0.8620689655172413,0.8551724137931035,0.04827586206896552,0.144,0.8571428571428571,0.14285714285714285,0.5655172413793104,0.5310344827586206
ner_396.csv,31,27,0.9354838709677419,0.9259259259259259,0.9259259259259259,0.07407407407407407,,0.5,0.5,0.7407407407407407,0.7407407407407407
word_at.csv,120,118,0.8833333333333333,0.8813559322033898,0.8898305084745762,0.0423728813559322,0.158,0.4,0.6,0.4067796610169492,0.4152542372881356
word_!.csv,48,45,0.875,0.8888888888888888,0.8222222222222222,0.06666666666666667,0.292,1.0,0.0,0.7777777777777778,0.7111111111111111
word_then.csv,81,80,0.8765432098765432,0.8875,0.8875,0.05,0.185,0.5,0.5,0.5,0.5
sentiment_negative.csv,653,431,0.8606431852986217,0.8538283062645011,0.7726218097447796,0.1740139211136891,,0.6666666666666666,0.3333333333333333,0.44547563805104406,0.3874709976798144
word_glad.csv,41,25,0.7560975609756098,0.68,0.76,0.08,0.268,0.5,0.5,0.6,0.6
word_back.csv,57,50,0.9122807017543859,0.9,0.92,0.02,0.193,1.0,0.0,0.44,0.42
word_another.csv,26,25,0.7692307692307693,0.76,0.8,0.04,0.154,1.0,0.0,0.44,0.4
word_school.csv,22,17,0.7272727272727273,0.7058823529411765,0.7647058823529411,0.058823529411764705,0.000,0.0,1.0,0.35294117647058826,0.4117647058823529
word_pay.csv,17,13,0.8823529411764706,1.0,0.7692307692307693,0.23076923076923078,0.118,1.0,0.0,0.6923076923076923,0.46153846153846156
word_car.csv,32,25,0.8125,0.84,0.84,0.0,0.125,nan,nan,0.36,0.36
word_sleep.csv,17,7,0.7058823529411765,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.353,0.5,0.5,0.7142857142857143,0.7142857142857143
word_able.csv,26,18,1.0,1.0,0.9444444444444444,0.05555555555555555,0.115,1.0,0.0,0.7777777777777778,0.7222222222222222
word_right.csv,19,17,0.9473684210526315,0.9411764705882353,0.8823529411764706,0.058823529411764705,0.421,1.0,0.0,0.8823529411764706,0.8235294117647058
word_know.csv,20,17,0.75,0.7058823529411765,0.8235294117647058,0.11764705882352941,0.250,1.0,0.0,0.5294117647058824,0.4117647058823529
word_try.csv,23,21,0.8260869565217391,0.8571428571428571,0.8095238095238095,0.047619047619047616,0.087,1.0,0.0,0.6190476190476191,0.5714285714285714
word_will.csv,21,21,0.8095238095238095,0.8095238095238095,0.7619047619047619,0.047619047619047616,0.095,1.0,0.0,0.5714285714285714,0.5238095238095238
word_say.csv,28,27,0.9285714285714286,0.9259259259259259,0.9629629629629629,0.037037037037037035,0.179,1.0,0.0,0.5555555555555556,0.5185185185185185
word_work.csv,46,41,0.8913043478260869,0.8780487804878049,0.7317073170731707,0.14634146341463414,0.152,1.0,0.0,0.6341463414634146,0.4878048780487805
word_ice.csv,17,16,0.8823529411764706,0.875,0.9375,0.0625,0.059,0.0,1.0,0.1875,0.25
word_hard.csv,14,14,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.000,0.75,0.25,0.6428571428571429,0.5
word_disappointed.csv,26,10,0.9230769230769231,0.8,0.8,0.0,0.115,nan,nan,0.5,0.5
word_as.csv,44,43,0.75,0.7441860465116279,0.7674418604651163,0.023255813953488372,0.136,1.0,0.0,0.6046511627906976,0.5813953488372093
word_always.csv,14,12,0.8571428571428571,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.000,1.0,0.0,0.75,0.5833333333333334
word_next.csv,36,35,0.7777777777777778,0.7714285714285715,0.8,0.02857142857142857,0.139,1.0,0.0,0.5714285714285714,0.5428571428571428
word_fun.csv,30,21,0.9,0.9047619047619048,0.8095238095238095,0.09523809523809523,0.133,0.5,0.5,0.5714285714285714,0.5714285714285714
word_spend.csv,22,19,0.9090909090909091,0.8947368421052632,0.8421052631578947,0.05263157894736842,0.273,1.0,0.0,0.2631578947368421,0.21052631578947367
word_hour.csv,16,14,0.875,0.8571428571428571,0.6428571428571429,0.21428571428571427,0.062,1.0,0.0,0.6428571428571429,0.42857142857142855
word_long.csv,18,15,0.8888888888888888,0.8666666666666667,0.9333333333333333,0.06666666666666667,0.222,1.0,0.0,0.4666666666666667,0.4
word_police.csv,12,11,1.0,1.0,0.8181818181818182,0.18181818181818182,0.083,1.0,0.0,0.8181818181818182,0.6363636363636364
word_cat.csv,22,10,0.8636363636363636,0.9,0.8,0.1,0.091,0.0,1.0,0.2,0.3
word_class.csv,18,18,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.16666666666666666,0.111,0.6666666666666666,0.3333333333333333,0.3888888888888889,0.3333333333333333
word_away.csv,67,60,0.8805970149253731,0.8833333333333333,0.85,0.06666666666666667,0.134,1.0,0.0,0.3333333333333333,0.26666666666666666
word_family.csv,21,16,1.0,1.0,0.9375,0.0625,0.095,0.0,1.0,0.5,0.5625
word_thank.csv,21,13,0.8571428571428571,0.7692307692307693,0.7692307692307693,0.15384615384615385,0.333,0.5,0.5,0.6153846153846154,0.6153846153846154
word_great.csv,71,29,0.9295774647887324,0.9655172413793104,0.9655172413793104,0.0,0.113,nan,nan,0.7586206896551724,0.7586206896551724
word_well.csv,67,46,0.8507462686567164,0.8478260869565217,0.8260869565217391,0.15217391304347827,0.179,1.0,0.0,0.6086956521739131,0.45652173913043476
word_by.csv,42,42,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.047619047619047616,0.214,0.5,0.5,0.5714285714285714,0.5714285714285714
word_first.csv,24,22,0.9166666666666666,0.9090909090909091,0.8636363636363636,0.045454545454545456,0.083,1.0,0.0,0.7727272727272727,0.7272727272727273
word_..csv,54,53,0.8518518518518519,0.8490566037735849,0.9056603773584906,0.05660377358490566,,0.6666666666666666,0.3333333333333333,0.2830188679245283,0.2641509433962264
typo_typo.csv,223,198,0.8834080717488789,0.8737373737373737,0.8434343434343434,0.04040404040404041,0.152,0.625,0.375,0.4898989898989899,0.4797979797979798
word_tell.csv,69,68,0.8260869565217391,0.8235294117647058,0.8235294117647058,0.08823529411764706,0.290,0.6666666666666666,0.3333333333333333,0.36764705882352944,0.3382352941176471
word_walk.csv,39,32,0.8461538461538461,0.84375,0.84375,0.0625,0.205,0.5,0.5,0.3125,0.3125
word_pizza.csv,13,1,1.0,1.0,1.0,0.0,0.000,nan,nan,0.0,0.0
ner_392.csv,52,38,0.9230769230769231,0.9210526315789473,0.8421052631578947,0.13157894736842105,,0.6,0.4,0.5789473684210527,0.5526315789473685
word_hate.csv,72,29,0.9444444444444444,0.896551724137931,0.8275862068965517,0.13793103448275862,0.208,0.25,0.75,0.10344827586206896,0.1724137931034483
word_day.csv,93,83,0.8279569892473119,0.8433734939759037,0.8072289156626506,0.08433734939759036,0.097,1.0,0.0,0.5421686746987951,0.4578313253012048
word_in.csv,200,191,0.845,0.8481675392670157,0.8272251308900523,0.06282722513089005,0.100,0.5833333333333334,0.4166666666666667,0.43455497382198954,0.42408376963350786
word_from.csv,59,58,0.8983050847457628,0.896551724137931,0.8275862068965517,0.10344827586206896,0.153,0.6666666666666666,0.3333333333333333,0.46551724137931033,0.43103448275862066
word_enjoy.csv,56,31,0.9464285714285714,0.9354838709677419,0.8709677419354839,0.06451612903225806,0.464,1.0,0.0,0.6451612903225806,0.5806451612903226
word_place.csv,15,12,0.9333333333333333,0.9166666666666666,1.0,0.08333333333333333,0.267,1.0,0.0,0.4166666666666667,0.3333333333333333
word_care.csv,12,8,0.9166666666666666,1.0,1.0,0.0,0.000,nan,nan,0.25,0.25
word_fall.csv,18,18,0.7222222222222222,0.7222222222222222,0.6111111111111112,0.1111111111111111,0.222,0.5,0.5,0.6666666666666666,0.6666666666666666
word_vow.csv,16,15,0.9375,0.9333333333333333,0.8666666666666667,0.2,0.188,0.6666666666666666,0.3333333333333333,0.4,0.3333333333333333
"word_,.csv",143,142,0.9090909090909091,0.9084507042253521,0.9014084507042254,0.02112676056338028,0.161,1.0,0.0,0.676056338028169,0.6549295774647887
word_take.csv,74,70,0.9054054054054054,0.9,0.8857142857142857,0.1,0.108,0.2857142857142857,0.7142857142857143,0.4857142857142857,0.5285714285714286
ner_397.csv,26,22,0.7692307692307693,0.7272727272727273,0.8181818181818182,0.18181818181818182,,1.0,0.0,0.45454545454545453,0.2727272727272727
word_trip.csv,15,11,1.0,1.0,0.8181818181818182,0.18181818181818182,0.133,1.0,0.0,0.6363636363636364,0.45454545454545453
word_excited.csv,20,8,1.0,1.0,1.0,0.0,0.300,nan,nan,0.625,0.625
word_like.csv,65,42,0.9230769230769231,0.8809523809523809,0.9047619047619048,0.023809523809523808,0.292,0.0,1.0,0.3333333333333333,0.35714285714285715
word_this.csv,25,25,0.92,0.92,0.96,0.04,0.240,0.0,1.0,0.4,0.44
word_return.csv,12,10,0.9166666666666666,1.0,0.9,0.1,0.250,1.0,0.0,0.4,0.3
word_keep.csv,32,23,0.84375,0.8695652173913043,0.8695652173913043,0.17391304347826086,0.125,1.0,0.0,0.6086956521739131,0.43478260869565216
word_rest.csv,21,19,0.6666666666666666,0.6842105263157895,0.7368421052631579,0.05263157894736842,0.000,0.0,1.0,0.2631578947368421,0.3157894736842105
word_soon.csv,20,19,0.8,0.7894736842105263,0.7894736842105263,0.0,0.300,nan,nan,0.5789473684210527,0.5789473684210527
word_win.csv,33,21,0.8484848484848485,0.9047619047619048,0.8571428571428571,0.047619047619047616,0.242,1.0,0.0,0.8571428571428571,0.8095238095238095
word_people.csv,18,17,0.9444444444444444,0.9411764705882353,0.8823529411764706,0.058823529411764705,0.056,0.0,1.0,0.47058823529411764,0.5294117647058824
